Item,Rev,"MACHINE
MMMN","SYSTEM
SSS",N,"EQUIP
EEE",N,"DEVICE
DDD",N,m,N,"Instrument
Tag","Instrument
Type","System
[Machine System]","Machine Location
[Location 1]","Description Line 1
[Location 2]","Description Line 2
[Function]","Description Line 3
[Instrument Type]",DESCRIPTION,Junction Boxes,Destination Panel,I/O TYPE,Scope of Supply,Manufacturer,Model,FIELD,"EXTENSION
BOX",BRACKET,SUPPLY: PCL PACKAGE #,INSTALL: PCL PACKAGE #,Typical Instrument,DRAWINGS,,,,COMMENT 2024-06-26,"BLOCK DIAGRAM CHK
2024-06-26",INSTRUMENT LAYOUT INSERTED,,Cross check with customer spec (Preferred Model) GK 2024-11-15,,,External Docs,,Vendor Drawing Info
497,F,SL3,SP,1,,,,,ZT,3,SL3-SP1-ZT3,"Position Transmitter, Encoder ",Shiploader 3,Coal Spout,Telescoping,,Absolute Encoder,Shiploader 3 Coal Spout Telescoping Absolute Encoder,,,Ethernet,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
498,F,SL3,SP,1,,,,,ZT,4,SL3-SP1-ZT4,"Position Transmitter, Encoder ",Shiploader 3,Coal Spout,Telescoping,,Incremental Encoder,Shiploader 3 Coal Spout Telescoping Incremental Encoder,,,Com,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
499,F,SL3,SP,1,,,,,WT,1,SL3-SP1-WT1,Weight Transmitter,Shiploader 3,Coal Spout,Telescoping Cable 1,,Load Pin,Shiploader 3 Coal Spout Telescoping Cable 1 Load Pin,,,4-20 mA,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
500,F,SL3,SP,1,,,,,WT,2,SL3-SP1-WT2,Weight Transmitter,Shiploader 3,Coal Spout,Telescoping Cable 2,,Load Pin,Shiploader 3 Coal Spout Telescoping Cable 2 Load Pin,,,4-20 mA,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,B,SL3,SP,1,,,,,ZPX,1,,Proximity Switch ,Shiploader 3,Coal/Potash Spout,Lock Pin Locked,,Proximity Switch,,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
503,B,SL3,SP,1,,,,,ZPX,2,,Proximity Switch ,Shiploader 3,Coal/Potash Spout,Lock Pin Unlocked,,Proximity Switch,,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
504,B,SL3,SP,1,,,,,ZPX,3,,Proximity Switch ,Shiploader 3,Coal/Potash Spout,Lock Pin Locked,,Proximity Switch,,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
505,B,SL3,SP,1,,,,,ZPX,4,SL3-SP1-ZPX4,Proximity Switch ,Shiploader 3,Coal/Potash Spout,Lock Pin Unlocked,,Proximity Switch,Shiploader 3 Coal/Potash Spout Lock Pin Unlocked Proximity Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
506,B,SL3,SP,1,,,,,ZPX,5,SL3-SP1-ZPX5,Proximity Switch ,Shiploader 3,Coal/Potash Spout,Lock Pin Locked,,Proximity Switch,Shiploader 3 Coal/Potash Spout Lock Pin Locked Proximity Switch,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
507,B,SL3,SP,1,,,,,ZPX,6,SL3-SP1-ZPX6,Proximity Switch ,Shiploader 3,Coal/Potash Spout,Lock Pin Unlocked,,Proximity Switch,Shiploader 3 Coal/Potash Spout Lock Pin Unlocked Proximity Switch,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
508,B,SL3,SP,1,,,,,ZPX,7,SL3-SP1-ZPX7,Proximity Switch ,Shiploader 3,Coal/Potash Spout,Lock Pin Locked,,Proximity Switch,Shiploader 3 Coal/Potash Spout Lock Pin Locked Proximity Switch,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
509,B,SL3,SP,1,,,,,ZPX,8,SL3-SP1-ZPX8,Proximity Switch ,Shiploader 3,Coal/Potash Spout,Lock Pin Unlocked,,Proximity Switch,Shiploader 3 Coal/Potash Spout Lock Pin Unlocked Proximity Switch,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
510,F,SL3,SP,1,HPU,1,,,TSH,1,SL3-SP1-HPU1-TSH1,"Temp Switch High Warning (Temp SW, Thermoswitch, Klixon) ",Shiploader 3,Coal Spout,HPU1,Oil Temp. Switch,,Shiploader 3 Coal Spout HPU1 Oil Temp. Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
511,A,SL3,SP,1,HPU,1,,,ZLS,1,SL3-SP1-HPU1-ZLS1,Limit Switch ,Shiploader 3,Coal Spout,HPU1,Suction Valve ,Limit Switch,Shiploader 3 Coal Spout HPU1 Suction Valve  Limit Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,Janox,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
512,A,SL3,SP,1,HPU,1,,,FS,1,SL3-SP1-HPU1-FS1,Filter Blocked Switch,Shiploader 3,Coal Spout,HPU1,Return Filter Blocked,Switch,Shiploader 3 Coal Spout HPU1 Return Filter Blocked Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,Janox,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
513,A,SL3,SP,1,HPU,1,,,LSHH,2,SL3-SP1-HPU1-LSHH2,Level Switch High Trip,Shiploader 3,Coal Spout,HPU1,Oil Pan Level,Switch,Shiploader 3 Coal Spout HPU1 Oil Pan Level Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,Janox,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
514,F,SL3,SP,1,HPU,1,,,SV,1A,SL3-SP1-HPU1-SV1A,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,Tilt Forward,,Solenoid Valve,Shiploader 3 Coal Spout Tilt Forward Solenoid Valve,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
515,F,SL3,SP,1,HPU,1,,,SV,2A,SL3-SP1-HPU1-SV2A,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,,,Solenoid Valve,Shiploader 3 Coal Spout Solenoid Valve,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
516,F,SL3,SP,1,HPU,1,,,SV,2B,SL3-SP1-HPU1-SV2B,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,,,Solenoid Valve,Shiploader 3 Coal Spout Solenoid Valve,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
517,F,SL3,SP,1,HPU,1,,,SV,4A,SL3-SP1-HPU1-SV4A,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,,,Solenoid Valve,Shiploader 3 Coal Spout Solenoid Valve,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
518,F,SL3,SP,1,HPU,1,,,SV,4B,SL3-SP1-HPU1-SV4B,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,,,Solenoid Valve,Shiploader 3 Coal Spout Solenoid Valve,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
519,F,SL3,SP,1,HPU,1,SV,7,SV,7,SL3-SP1-HPU1-SV7-SV7,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,HPU 1,Isolation,Valve,Shiploader 3 Coal Spout HPU 1 Isolation Valve,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,Janox,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
520,F,SL3,SP,1,HPU,1,PV,,PV,4,SL3-SP1-HPU1-PV-PV4,"Proportional Valve, Analog Controlled Valve ",Shiploader 3,Coal Spout,Lifting Arm,Left,Proportional Valve,Shiploader 3 Coal Spout Lifting Arm Left Proportional Valve,,,,,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,A,SL3,SP,1,,,,,ZT,1A,SL3-SP1-ZT1A,Inclinometer,Shiploader 3,Coal Spout,Dual-Axis,X-Axis,Inclinometer,Shiploader 3 Coal Spout Dual-Axis X-Axis Inclinometer,,SL3-SP1-RCP1,4-20 mA,QCA,P+F,INY360D-F99-2I2E2-5M,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
523,A,SL3,SP,1,,,,,ZT,1B,SL3-SP1-ZT1B,Inclinometer,Shiploader 3,Coal Spout,Dual-Axis,Y-Axis,Inclinometer,Shiploader 3 Coal Spout Dual-Axis Y-Axis Inclinometer,,SL3-SP1-RCP1,4-20 mA,QCA,P+F,INY360D-F99-2I2E2-5M,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
524,A,SL3,SP,1,,,,,ZT,2,SL3-SP1-ZT2,"Position Transmitter, Encoder ",Shiploader 3,Coal Spout,Slew,,Absolute Encoder,Shiploader 3 Coal Spout Slew Absolute Encoder,,SL3-SP1-RCP1,Ethernet,QCA,Baumer,EAL580-TNH.5WEN.13160.A,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
525,A,SL3,SP,1,,,,,ZPX,1,SL3-SP1-ZPX1,Proximity Switch ,Shiploader 3,Coal Spout,Slew,Encoder Calibration,Proximity Switch,Shiploader 3 Coal Spout Slew Encoder Calibration Proximity Switch,,SL3-SP1-RCP1,DI,QCA,Allen Bradley,871TM-B15N30-H2,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
526,A,SL3,SP,1,,,,,ZPX,2,SL3-SP1-ZPX2,Proximity Switch ,Shiploader 3,Coal Spout,Slew,CW Limit,Proximity Switch,Shiploader 3 Coal Spout Slew CW Limit Proximity Switch,,SL3-SP1-RCP1,DI,QCA,Allen Bradley,871TM-B15N30-H2,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
527,A,SL3,SP,1,,,,,ZPX,3,SL3-SP1-ZPX3,Proximity Switch ,Shiploader 3,Coal Spout,Slew,CCW Limit,Proximity Switch,Shiploader 3 Coal Spout Slew CCW Limit Proximity Switch,,SL3-SP1-RCP1,DI,QCA,Allen Bradley,871TM-B15N30-H2,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
528,A,SL3,SP,1,,,M,1,HE,1,SL3-SP1-M1-HE1,Heater ,Shiploader 3,Coal Spout,Slew,Motor,Space Heater,Shiploader 3 Coal Spout Slew Motor Space Heater,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
529,A,SL3,SP,1,,,M,2,HE,1,SL3-SP1-M2-HE1,Heater ,Shiploader 3,Coal Spout,Spoon,Motor,Space Heater,Shiploader 3 Coal Spout Spoon Motor Space Heater,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
530,A,SL3,SP,1,,,,,ZLS,1,SL3-SP1-ZLS1,Limit Switch ,Shiploader 3,Coal Spout,Spoon,Motor Extend,Limit Switch,Shiploader 3 Coal Spout Spoon Motor Extend Limit Switch,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
531,A,SL3,SP,1,,,,,ZLS,2,SL3-SP1-ZLS2,Limit Switch ,Shiploader 3,Coal Spout,Spoon,Motor Retract,Limit Switch,Shiploader 3 Coal Spout Spoon Motor Retract Limit Switch,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,C,SL3,SP,,,,,,IPC,1,SL3-SP-IPC1,IP Camera,Shiploader 3,Spout,Left Side View,,IP Camera,Shiploader 3 Spout Left Side View IP Camera,,SL3-BC-RCP1,DI,QCA,AXIS,Q3538-SLVE,,,,,,,,,,,,,,,,,,,,
534,C,SL3,SP,,,,,,IPC,2,SL3-SP-IPC2,IP Camera,Shiploader 3,Spout,Right Side View,,IP Camera,Shiploader 3 Spout Right Side View IP Camera,,SL3-BC-RCP1,DI,QCA,AXIS,Q3538-SLVE,,,,,,,,,,,,,,,AB 800H?,,,,,
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,C,SL3,SP,,,,LCS,1,PBL,1A,SL3-SP-LCS1-PBL1A,Push Button/Pilot Light,Shiploader 3,Spout LCS,,Start HPU Motor,Push Button,Shiploader 3 Spout LCS Start HPU Motor Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-QRBH2G,,,,,,,,,,,,,,,AB 800H?,,,,,
537,C,SL3,SP,,,,LCS,1,PBL,1B,SL3-SP-LCS1-PBL1B,Push Button/Pilot Light,Shiploader 3,Spout LCS,,Start HPU Motor,Pilot Light,Shiploader 3 Spout LCS Start HPU Motor Pilot Light,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-QRBH2G,,,,,,,,,,,,,,,AB 800H?,,,,,
538,C,SL3,SP,,,,LCS,1,PB,1,SL3-SP-LCS1-PB1,Push Button ,Shiploader 3,Spout LCS,Clamp Cylinders,Clamp,Push Button,Shiploader 3 Spout LCS Clamp Cylinders Clamp Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
539,C,SL3,SP,,,,LCS,1,PB,2,SL3-SP-LCS1-PB2,Push Button ,Shiploader 3,Spout LCS,Clamp Cylinders,Release,Push Button,Shiploader 3 Spout LCS Clamp Cylinders Release Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
540,C,SL3,SP,,,,LCS,1,PB,3,SL3-SP-LCS1-PB3,Push Button ,Shiploader 3,Spout LCS,Coal Spout,Safety Cylinders Left,Push Button,Shiploader 3 Spout LCS Coal Spout Safety Cylinders Left Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
541,C,SL3,SP,,,,LCS,1,PB,4,SL3-SP-LCS1-PB4,Push Button ,Shiploader 3,Spout LCS,Coal Spout,Safety Cylinders Right,Push Button,Shiploader 3 Spout LCS Coal Spout Safety Cylinders Right Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
542,C,SL3,SP,,,,LCS,1,PB,5,SL3-SP-LCS1-PB5,Push Button ,Shiploader 3,Spout LCS,Coal Spout,Leveling Cylinder Extend,Push Button,Shiploader 3 Spout LCS Coal Spout Leveling Cylinder Extend Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
543,C,SL3,SP,,,,LCS,1,PB,6,SL3-SP-LCS1-PB6,Push Button ,Shiploader 3,Spout LCS,Coal Spout,Leveling Cylinder Retract,Push Button,Shiploader 3 Spout LCS Coal Spout Leveling Cylinder Retract Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
544,C,SL3,SP,,,,LCS,1,PB,7,SL3-SP-LCS1-PB7,Push Button ,Shiploader 3,Spout LCS,Coal Spout,Slew CCW,Push Button,Shiploader 3 Spout LCS Coal Spout Slew CCW Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
545,C,SL3,SP,,,,LCS,1,PB,8,SL3-SP-LCS1-PB8,Push Button ,Shiploader 3,Spout LCS,Coal Spout,Slew CW,Push Button,Shiploader 3 Spout LCS Coal Spout Slew CW Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
546,C,SL3,SP,,,,LCS,1,PB,9,SL3-SP-LCS1-PB9,Push Button ,Shiploader 3,Spout LCS,Coal Spout,Slew Overtravel Bypass,Push Button,Shiploader 3 Spout LCS Coal Spout Slew Overtravel Bypass Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1 + 800H-N140,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
547,C,SL3,SP,,,,LCS,1,PB,10,SL3-SP-LCS1-PB10,Push Button ,Shiploader 3,Spout LCS,Coal Spout,Spoon Extend,Push Button,Shiploader 3 Spout LCS Coal Spout Spoon Extend Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
548,C,SL3,SP,,,,LCS,1,PB,11,SL3-SP-LCS1-PB11,Push Button ,Shiploader 3,Spout LCS,Coal Spout,Spoon Retract,Push Button,Shiploader 3 Spout LCS Coal Spout Spoon Retract Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
549,C,SL3,SP,,,,LCS,1,PB,12,SL3-SP-LCS1-PB12,Push Button ,Shiploader 3,Spout LCS,Coal Spout,Spoon Overtravel Bypass,Push Button,Shiploader 3 Spout LCS Coal Spout Spoon Overtravel Bypass Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1 + 800H-N140,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
550,C,SL3,SP,,,,LCS,1,PB,13,SL3-SP-LCS1-PB13,Push Button ,Shiploader 3,Spout LCS,Potash Spout,Hoist Raise,Push Button,Shiploader 3 Spout LCS Potash Spout Hoist Raise Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
551,C,SL3,SP,,,,LCS,1,PB,14,SL3-SP-LCS1-PB14,Push Button ,Shiploader 3,Spout LCS,Potash Spout,Hoist Lower,Push Button,Shiploader 3 Spout LCS Potash Spout Hoist Lower Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
552,C,SL3,SP,,,,LCS,1,PB,15,SL3-SP-LCS1-PB15,Push Button ,Shiploader 3,Spout LCS,Potash Spout,Hoist Overtravel Bypass,Push Button,Shiploader 3 Spout LCS Potash Spout Hoist Overtravel Bypass Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR2D1 + 800H-N140,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
553,C,SL3,SP,,,,LCS,1,PB,16,SL3-SP-LCS1-PB16,Push Button ,Shiploader 3,Spout LCS,,Stop HPU Motor,Push Button,Shiploader 3 Spout LCS Stop HPU Motor Push Button,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-AR6D2,,,,,,,,,,,MISSING,,,,AB 800H?,,,,,
554,C,SL3,SP,,,,LCS,1,SEL,1A,SL3-SP-LCS1-SEL1A,Selector Switch ,Shiploader 3,Spout LCS,Lift Arm Left Cylinder,Extend,Selector Switch,Shiploader 3 Spout LCS Lift Arm Left Cylinder Extend Selector Switch,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-JR91B,,,,,,,,,,,,,,,AB 800H?,,,,,
555,C,SL3,SP,,,,LCS,1,SEL,1B,SL3-SP-LCS1-SEL1B,Selector Switch ,Shiploader 3,Spout LCS,Lift Arm Left Cylinder,Retract,Selector Switch,Shiploader 3 Spout LCS Lift Arm Left Cylinder Retract Selector Switch,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-JR91B,,,,,,,,,,,,,,,AB 800H?,,,,,
556,C,SL3,SP,,,,LCS,1,SEL,2A,SL3-SP-LCS1-SEL2A,Selector Switch ,Shiploader 3,Spout LCS,Lift Arm Right Cylinder,Extend,Selector Switch,Shiploader 3 Spout LCS Lift Arm Right Cylinder Extend Selector Switch,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-JR91B,,,,,,,,,,,,,,,AB 800H?,,,,,
557,C,SL3,SP,,,,LCS,1,SEL,2B,SL3-SP-LCS1-SEL2B,Selector Switch ,Shiploader 3,Spout LCS,Lift Arm Right Cylinder,Retract,Selector Switch,Shiploader 3 Spout LCS Lift Arm Right Cylinder Retract Selector Switch,,SL3-BC-RCP1,DI,QCA,Allen Bradley,800H-JR91B,,,,,,,,,,,,,,,AB 800H?,,,,,
558,C,SL3,SP,,,,LCS,1,PL,1,SL3-SP-LCS1-PL1,Pilot Light ,Shiploader 3,Spout LCS,LCS,Maintenance Mode,Pilot Light,Shiploader 3 Spout LCS LCS Maintenance Mode Pilot Light,,SL3-BC-RCP1,DO,QCA,Allen Bradley,800H-QRH2W,,,,,,,,2024-06-25 00:00:00,Added,,MISSING,,,,G-STR?,,,,,
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,Coal Spout,HPU1,(Located On Hoist Platform),,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,A,SL3,SP,1,HPU,1,,,LSL,1,SL3-SP1-HPU1-LSL1,Level Switch Low Warning,Shiploader 3,Coal Spout,HPU1,Low Oil Warning,Level Switch,Shiploader 3 Coal Spout HPU1 Low Oil Warning Level Switch,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,Janox,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
562,F,SL3,SP,1,HPU,1,,,LSLL,1,SL3-SP1-HPU1-LSLL1,Level Switch Low Trip,Shiploader 3,Coal Spout,HPU1,Low Low Oil Shutdown,Level Switch,Shiploader 3 Coal Spout HPU1 Low Low Oil Shutdown Level Switch,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
563,A,SL3,SP,1,HPU,1,,,LT,1,SL3-SP1-HPU1-LT1,Level Transmitter (Ultrasonic that give 4-20mA output) ,Shiploader 3,Coal Spout,HPU1,Oil Level,Transmitter,Shiploader 3 Coal Spout HPU1 Oil Level Transmitter,,SL3-BH-RCP1,4-20 mA,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,Janox,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
564,A,SL3,SP,1,HPU,1,,,TT,1,SL3-SP1-HPU1-TT1,Temperature Transmitter,Shiploader 3,Coal Spout,HPU1,Oil Temperature,Transmitter,Shiploader 3 Coal Spout HPU1 Oil Temperature Transmitter,,SL3-BH-RCP1,4-20 mA,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,Janox,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
565,F,SL3,SP,1,HPU,1,,,PSH,1,SL3-SP1-HPU1-PSH1,Pressure Switch High Warning ,Shiploader 3,Coal Spout,HPU1,Pressure Filter Plugged,Switch,Shiploader 3 Coal Spout HPU1 Pressure Filter Plugged Switch,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,PS1
566,F,SL3,SP,1,HPU,1,,,PSH,2,SL3-SP1-HPU1-PSH2,Pressure Switch High Warning ,Shiploader 3,Coal Spout,HPU1,Return Filter Plugged,Switch,Shiploader 3 Coal Spout HPU1 Return Filter Plugged Switch,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,PS2
567,F,SL3,SP,1,HPU,1,,,S,1,SL3-SP1-HPU1-S1,Valve Switch,Shiploader 3,Coal Spout,HPU1,Suction Valve Open ,Switch,Shiploader 3 Coal Spout HPU1 Suction Valve Open  Switch,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,OS1
568,F,SL3,SP,1,HPU,1,,,OS,1,SL3-SP1-HPU1-OS1,Oil Sensor,Shiploader 3,Coal Spout,HPU1,Oil in Tray,Switch,Shiploader 3 Coal Spout HPU1 Oil in Tray Switch,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,S1
569,F,SL3,SP,1,HPU,1,,,SV,1B,SL3-SP1-HPU1-SV1B,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,HPU1,Unloader,Solenoid Valve,Shiploader 3 Coal Spout HPU1 Unloader Solenoid Valve,,SL3-BH-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,S1
570,F,SL3,SP,1,HPU,1,,,PV,2A,SL3-SP1-HPU1-PV2A,"Proportional Valve, Analog Controlled Valve ",Shiploader 3,Coal Spout,Lift Arm Left Cylinder,Extend,Proportional Valve,Shiploader 3 Coal Spout Lift Arm Left Cylinder Extend Proportional Valve,,SL3-BH-RCP1,AO,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
571,F,SL3,SP,1,HPU,1,,,PV,2B,SL3-SP1-HPU1-PV2B,"Proportional Valve, Analog Controlled Valve ",Shiploader 3,Coal Spout,Lift Arm Left Cylinder,Retract,Proportional Valve,Shiploader 3 Coal Spout Lift Arm Left Cylinder Retract Proportional Valve,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
572,F,SL3,SP,1,HPU,1,,,SV,3A,SL3-SP1-HPU1-SV3A,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,Clamp Cylinders,Clamp,Solenoid Valve,Shiploader 3 Coal Spout Clamp Cylinders Clamp Solenoid Valve,,SL3-BH-RCP1,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,Janox,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
573,F,SL3,SP,1,HPU,1,,,SV,3B,SL3-SP1-HPU1-SV3B,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,Clamp Cylinders,Release,Solenoid Valve,Shiploader 3 Coal Spout Clamp Cylinders Release Solenoid Valve,,SL3-BH-RCP1,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,Janox,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
574,F,SL3,SP,1,HPU,1,,,PV,4A,SL3-SP1-HPU1-PV4A,"Proportional Valve, Analog Controlled Valve ",Shiploader 3,Coal Spout,Lift Arm Right Cylinder,Extend,Proportional Valve,Shiploader 3 Coal Spout Lift Arm Right Cylinder Extend Proportional Valve,,SL3-BH-RCP1,AO,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
575,F,SL3,SP,1,HPU,1,,,PV,4B,SL3-SP1-HPU1-PV4B,"Proportional Valve, Analog Controlled Valve ",Shiploader 3,Coal Spout,Lift Arm Right Cylinder,Retract,Proportional Valve,Shiploader 3 Coal Spout Lift Arm Right Cylinder Retract Proportional Valve,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
